post_id,text_content,author,platform,created_at,gt_tier,gt_tier_label,gt_antisemitism_score,gt_sentiment,gt_ihra_labels,gt_keywords,gt_country_of_origin
post-0925,Jewish NGOs are deliberately funding mass migration into Europe to replace the native population. 🤔,user_a39ce0,telegram,2025-03-04T19:55:00Z,3,explicit,0.6838,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0926,Why do we allow foreign lobbies to dictate our domestic policy? AIPAC spends more than any other foreign lobby. — share this!,user_196155,telegram,2025-07-13T20:05:00Z,1,subtle,0.4113,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,United States
post-0927,October 7th was a response to 75 years of occupation. You cannot condemn resistance without condemning the occupation first.!!,user_592471,telegram,2025-09-07T15:04:00Z,3,explicit,0.7216,Hostile,,October 7th,Israel
post-0928,Every synagogue in Europe should be shut down. They are command centres for a fifth column. 📢,user_1952cd,telegram,2025-07-01T10:09:00Z,4,hostile,0.9165,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,Germany
post-0929,Klezmer music is so joyful and moving. Attended a live performance last night — incredible. ‼️,user_76bec5,telegram,2025-11-17T04:37:00Z,0,clean,0.0515,Supportive,,,
post-0930,Jewish journalists who push war propaganda are legitimate military targets. They are combatants. ‼️,user_1433dd,telegram,2025-04-14T10:28:00Z,4,hostile,0.8841,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",media control,
post-0931,Loyalty to a foreign state should disqualify you from public office. That applies to everyone — no exceptions. 📢,user_374039,telegram,2025-06-20T17:58:00Z,1,subtle,0.4113,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,
post-0932,I'm not antisemitic but why do Jewish people make up such a small percentage of the population yet dominate so many industries? 🔥,user_dfeab8,telegram,2025-11-14T20:09:00Z,1,subtle,0.3353,Negative,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0933,Every synagogue in Europe should be shut down. They are command centres for a fifth column.,user_934973,telegram,2025-12-14T18:35:00Z,4,hostile,0.9421,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,Germany
post-0934,PROOF: The October 7th attack was a false flag staged by Mossad to justify the invasion of Gaza.,user_bdb68b,telegram,2025-03-05T10:07:00Z,4,hostile,0.898,Hostile,"Accusing Jews as a people of being responsible for real or imagined wrongdoing; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",October 7th; Jewish conspiracy,Israel
post-0935,Death to Israel and all who fund it. This is not a threat — it is a prayer. — share this!,user_af4093,telegram,2025-03-22T18:04:00Z,4,hostile,0.9421,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0936,Today is International Holocaust Remembrance Day. Never forget the six million Jewish lives lost. #NeverAgain — share this!,user_c0f114,telegram,2025-07-24T01:23:00Z,0,clean,0.1446,Neutral,,Holocaust; antisemitism,
post-0937,Antisemitic incidents have risen sharply this year. This is unacceptable and we all must speak out. ‼️,user_f977a9,telegram,2025-12-09T19:04:00Z,0,clean,0.125,Negative,,antisemitism,
post-0938,Traffic in the city this morning was a nightmare. Took two hours for what's normally 30 minutes.,user_a36b37,telegram,2025-02-10T20:55:00Z,0,clean,0.0981,Negative,,,
post-0939,Jewish journalists write about Jew-hatred constantly but never about Jewish power in media. Conflict of interest?,user_99f218,telegram,2025-08-25T11:51:00Z,2,coded,0.5275,Negative,Accusing Jewish citizens of dual loyalty,media control,
post-0940,"Stabbing a rabbi in the street is a political act, not a hate crime. Know the difference. — share this!",user_3a00a1,telegram,2025-04-10T08:07:00Z,4,hostile,0.912,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy,
post-0941,Displaying the Star of David alongside the Nazi swastika is the most accurate map of Israeli foreign policy. — wake up!,user_5aacd4,telegram,2025-08-05T23:34:00Z,3,explicit,0.7799,Hostile,Using symbols and images associated with classic antisemitism to characterize Israel or Israelis,Zionist,Israel
post-0942,"Judaism is not a religion, it's a supremacist ideology disguised as religion. Jewish people are trained from birth to believe they are chosen above all others. — share this!",user_2ff092,telegram,2025-06-11T21:23:00Z,3,explicit,0.719,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0943,Ask yourself: why is Shoah denial illegal? Because the story can't survive scrutiny. That's why.,user_9ed756,telegram,2025-03-21T02:36:00Z,3,explicit,0.8118,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0944,"Judaism is not a religion, it's a supremacist ideology disguised as religion. Jewish people are trained from birth to believe they are chosen above all others.",user_0ea11c,telegram,2025-11-20T00:02:00Z,3,explicit,0.7106,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0945,"Not saying who, but a certain tiny group of people owns a disproportionate amount of our media. 🤔",user_c874da,telegram,2025-07-09T03:14:00Z,1,subtle,0.4269,Hostile,,media control,
post-0946,Every major color revolution in the last 20 years traces back to the same NGO networks. Follow the funding. 🤔,user_23e957,telegram,2025-08-12T05:08:00Z,2,coded,0.5879,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0947,Climate change summit opens this week. Leaders need to stop talking and start acting. 👀,user_a34c8b,telegram,2025-06-21T01:48:00Z,0,clean,0.1123,Negative,,,
post-0948,Jewish Zionists have infected Western institutions. Their goal is to silence all criticism of Israel. 🔥,user_e1f67a,telegram,2025-03-31T08:25:00Z,2,coded,0.6358,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist,
post-0949,The Rothschild family controls every central bank on earth and has engineered every major financial crisis since 1815. 👀,user_a8d4f7,telegram,2025-09-15T11:05:00Z,3,explicit,0.8289,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy; bank control,
post-0950,Armed resistance against Zionist occupation is not terrorism — it is a sacred duty for every free person. — wake up!,user_289b00,telegram,2025-01-19T10:49:00Z,4,hostile,0.9196,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0951,The Holocaust is the biggest lie of the 20th century. Six million Jews did not die — the Red Cross documented far fewer. 👀,user_e9cec6,telegram,2025-01-12T12:46:00Z,3,explicit,0.7149,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0952,The Jewish lobby controls the US Congress. Every major military intervention since 1990 was done for Israel. — share this!,user_2cc5c8,telegram,2025-12-25T01:11:00Z,3,explicit,0.7645,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; dual loyalty,United States
post-0953,Just finished a 5km run for the first time. Legs are dead but feeling great 🏃 📢,user_e7ed60,telegram,2025-08-01T18:59:00Z,0,clean,0.1643,Supportive,,,
post-0954,My grandmother survived Auschwitz. She passed last year at 96. Her testimony will live on forever. #HolocaustRemembrance 📢,user_1b6eeb,telegram,2025-05-27T15:38:00Z,0,clean,0.1144,Neutral,,Holocaust,Poland
post-0955,Every major color revolution in the last 20 years traces back to the same NGO networks. Follow the funding. 🔥,user_441e24,telegram,2025-10-26T11:59:00Z,2,coded,0.5877,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0956,The IDF's behavior in civilian areas is indistinguishable from Nazi military doctrine. History repeating itself. — share this!,user_75901d,telegram,2025-04-21T18:09:00Z,2,coded,0.5946,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust; Zionist,Israel
post-0957,Jewish billionaires funded Black Lives Matter to pit Americans against each other and prevent white unity. 🤔,user_e9262a,telegram,2025-09-19T16:25:00Z,3,explicit,0.7147,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,United States
post-0958,The Protocols of the Elders of Zion is not a forgery — it's a blueprint that has been executed with precision. 🔥,user_dccca0,telegram,2025-12-16T14:31:00Z,3,explicit,0.86,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0959,Every Israeli civilian is a soldier. There are no innocent Zionists. None. 🤔,user_636e25,telegram,2025-03-10T11:44:00Z,4,hostile,0.9122,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Holding Jews collectively responsible for actions of the State of Israel",Zionist; October 7th,Israel
post-0960,Chag Sameach! Wishing everyone a joyful and meaningful Passover. May the story of freedom inspire us all.,user_fc4032,telegram,2025-12-04T01:29:00Z,0,clean,0.198,Supportive,,,
post-0961,Jewish politicians in Germany consistently vote for Israel's interests over Germany's. This is dual loyalty — call it what it is. — wake up!,user_59a9cf,telegram,2025-09-06T06:01:00Z,2,coded,0.6672,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,Germany
post-0962,The Rothschild family controls every central bank on earth and has engineered every major financial crisis since 1815. — wake up!,user_01d903,telegram,2025-05-26T22:40:00Z,3,explicit,0.7236,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy; bank control,
post-0963,Zyklon B was a delousing agent. The idea it was used for mass murder is physically and logistically impossible.,user_e32724,telegram,2025-05-16T02:34:00Z,3,explicit,0.8376,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust",Holocaust,
post-0964,The Protocols of the Elders of Zion is not a forgery — it's a blueprint that has been executed with precision.,user_f85a80,telegram,2025-11-13T19:09:00Z,3,explicit,0.8386,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0965,"Israel is a settler-colonial project no different from apartheid South Africa — but worse, because it has nuclear weapons. — wake up!",user_d5f1af,telegram,2025-05-23T05:25:00Z,3,explicit,0.7495,Hostile,Applying double standards to Israel not expected of any other democratic nation; Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,Israel
post-0966,The last surviving Nuremberg prosecutor has died at 103. A life devoted to justice. Rest in peace.,user_dec643,telegram,2025-11-04T17:22:00Z,0,clean,0.1946,Neutral,,Holocaust,United States
post-0967,Jewish academics have infiltrated universities to promote degeneracy and erase Western culture. 📢,user_d4856e,telegram,2025-06-07T19:26:00Z,3,explicit,0.697,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0968,American politicians putting the Zionist state's interests ahead of American ones. When does that become a problem?,user_c2312f,telegram,2025-06-28T11:11:00Z,1,subtle,0.3638,Negative,,dual loyalty,United States
post-0969,"I love Jewish culture and people, but Israel's actions make it hard to distinguish between Israeli policy and broader Jewish influence. 🔥",user_284e9f,telegram,2025-11-07T19:26:00Z,1,subtle,0.3201,Neutral,Holding Jews collectively responsible for actions of the State of Israel,,Israel
post-0970,Why do the globalists always push for open borders? Who benefits from this chaos? Just asking. — share this!,user_8029b4,telegram,2025-01-31T01:26:00Z,1,subtle,0.3973,Hostile,,globalists,
post-0971,Six million is a very round number. Historians debate the actual toll — why is that discussion forbidden?!!,user_a1a5ab,telegram,2025-03-30T05:56:00Z,2,coded,0.5764,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
